"Vuosineljännes";"Postinumero";"Huoneluku";"Lukumäärä";"Neliövuokra (eur/m2)"
"2016Q2";"04400 Loutti   (Järvenpää )";"Yksiöt";164;17.25
"2016Q2";"04400 Loutti   (Järvenpää )";"Kaksiot";187;12.99
"2016Q2";"04400 Loutti   (Järvenpää )";"Kolmiot+";80;11.90
"2016Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Yksiöt";72;19.07
"2016Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Kaksiot";88;14.85
"2016Q2";"04410 Järvenpää Keskus   (Järvenpää )";"Kolmiot+";39;15.10
"2016Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Yksiöt";24;17.06
"2016Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kaksiot";43;13.63
"2016Q2";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kolmiot+";.;.
"2016Q2";"04440 Jamppa   (Järvenpää )";"Yksiöt";56;16.64
"2016Q2";"04440 Jamppa   (Järvenpää )";"Kaksiot";103;11.97
"2016Q2";"04440 Jamppa   (Järvenpää )";"Kolmiot+";.;.
"2016Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Yksiöt";25;13.39
"2016Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kaksiot";55;11.53
"2016Q2";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kolmiot+";.;.
"2016Q2";"05200 Rajamäki   (Nurmijärvi )";"Yksiöt";.;.
"2016Q2";"05200 Rajamäki   (Nurmijärvi )";"Kaksiot";21;11.65
"2016Q2";"05200 Rajamäki   (Nurmijärvi )";"Kolmiot+";.;.
"2016Q2";"05400 Jokela   (Tuusula )";"Yksiöt";.;.
"2016Q2";"05400 Jokela   (Tuusula )";"Kaksiot";.;.
"2016Q2";"05400 Jokela   (Tuusula )";"Kolmiot+";.;.
"2016Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Yksiöt";166;16.58
"2016Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kaksiot";183;12.67
"2016Q2";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kolmiot+";36;13.25
"2016Q2";"05820 Mustamännistö   (Hyvinkää )";"Yksiöt";.;.
"2016Q2";"05820 Mustamännistö   (Hyvinkää )";"Kaksiot";.;.
"2016Q2";"05820 Mustamännistö   (Hyvinkää )";"Kolmiot+";.;.
"2016Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Yksiöt";96;16.72
"2016Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kaksiot";58;11.89
"2016Q2";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kolmiot+";.;.
"2016Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Yksiöt";.;.
"2016Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kaksiot";.;.
"2016Q2";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kolmiot+";.;.
"2016Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Yksiöt";29;14.53
"2016Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Kaksiot";27;10.85
"2016Q2";"05880 Paavola-Vaivero   (Hyvinkää )";"Kolmiot+";.;.
"2016Q2";"05900 Vieremä   (Hyvinkää )";"Yksiöt";34;15.87
"2016Q2";"05900 Vieremä   (Hyvinkää )";"Kaksiot";34;12.11
"2016Q2";"05900 Vieremä   (Hyvinkää )";"Kolmiot+";.;.
"2016Q2";"06100 Porvoo Keskus   (Porvoo )";"Yksiöt";213;16.87
"2016Q2";"06100 Porvoo Keskus   (Porvoo )";"Kaksiot";152;12.14
"2016Q2";"06100 Porvoo Keskus   (Porvoo )";"Kolmiot+";51;12.09
"2016Q2";"06150 Kevätkumpu   (Porvoo )";"Yksiöt";49;16.32
"2016Q2";"06150 Kevätkumpu   (Porvoo )";"Kaksiot";69;12.08
"2016Q2";"06150 Kevätkumpu   (Porvoo )";"Kolmiot+";30;11.48
"2016Q2";"06400 Gammelbacka   (Porvoo )";"Yksiöt";.;.
"2016Q2";"06400 Gammelbacka   (Porvoo )";"Kaksiot";.;.
"2016Q2";"06400 Gammelbacka   (Porvoo )";"Kolmiot+";.;.
"2016Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Yksiöt";.;.
"2016Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kaksiot";.;.
"2016Q2";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kolmiot+";.;.
"2016Q2";"07900 Loviisa Keskus   (Loviisa )";"Yksiöt";51;13.05
"2016Q2";"07900 Loviisa Keskus   (Loviisa )";"Kaksiot";32;10.59
"2016Q2";"07900 Loviisa Keskus   (Loviisa )";"Kolmiot+";27;9.07
"2016Q2";"08100 Lohja Keskus   (Lohja )";"Yksiöt";88;15.22
"2016Q2";"08100 Lohja Keskus   (Lohja )";"Kaksiot";67;11.57
"2016Q2";"08100 Lohja Keskus   (Lohja )";"Kolmiot+";.;.
"2016Q2";"08150 Keskilohja   (Lohja )";"Yksiöt";.;.
"2016Q2";"08150 Keskilohja   (Lohja )";"Kaksiot";20;11.45
"2016Q2";"08150 Keskilohja   (Lohja )";"Kolmiot+";.;.
"2016Q2";"08200 Ojamo   (Lohja )";"Yksiöt";.;.
"2016Q2";"08200 Ojamo   (Lohja )";"Kaksiot";42;11.38
"2016Q2";"08200 Ojamo   (Lohja )";"Kolmiot+";31;10.43
"2016Q2";"08350 Routio   (Lohja )";"Yksiöt";.;.
"2016Q2";"08350 Routio   (Lohja )";"Kaksiot";.;.
"2016Q2";"08350 Routio   (Lohja )";"Kolmiot+";.;.
"2016Q2";"08700 Virkkala   (Lohja )";"Yksiöt";23;14.40
"2016Q2";"08700 Virkkala   (Lohja )";"Kaksiot";25;10.85
"2016Q2";"08700 Virkkala   (Lohja )";"Kolmiot+";.;.
"2016Q2";"10300 Karjaa Keskus   (Raasepori )";"Yksiöt";51;13.31
"2016Q2";"10300 Karjaa Keskus   (Raasepori )";"Kaksiot";39;10.28
"2016Q2";"10300 Karjaa Keskus   (Raasepori )";"Kolmiot+";.;.
"2016Q2";"10600 Tammisaari Keskus   (Raasepori )";"Yksiöt";72;12.93
"2016Q2";"10600 Tammisaari Keskus   (Raasepori )";"Kaksiot";61;10.84
"2016Q2";"10600 Tammisaari Keskus   (Raasepori )";"Kolmiot+";21;10.29
"2016Q2";"10650 Flyet   (Raasepori )";"Yksiöt";36;12.97
"2016Q2";"10650 Flyet   (Raasepori )";"Kaksiot";27;10.64
"2016Q2";"10650 Flyet   (Raasepori )";"Kolmiot+";.;.
"2016Q2";"10900 Hanko Keskus   (Hanko )";"Yksiöt";.;.
"2016Q2";"10900 Hanko Keskus   (Hanko )";"Kaksiot";25;10.39
"2016Q2";"10900 Hanko Keskus   (Hanko )";"Kolmiot+";.;.
"2016Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Yksiöt";216;14.59
"2016Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Kaksiot";103;10.98
"2016Q2";"11100 Riihimäki Keskus   (Riihimäki )";"Kolmiot+";28;10.43
"2016Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Yksiöt";.;.
"2016Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kaksiot";.;.
"2016Q2";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kolmiot+";.;.
"2016Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Yksiöt";95;13.69
"2016Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kaksiot";66;10.83
"2016Q2";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kolmiot+";38;10.66
"2016Q2";"12400 Tervakoski   (Janakkala )";"Yksiöt";.;.
"2016Q2";"12400 Tervakoski   (Janakkala )";"Kaksiot";23;10.10
"2016Q2";"12400 Tervakoski   (Janakkala )";"Kolmiot+";.;.
"2016Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Yksiöt";253;16.05
"2016Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kaksiot";232;12.70
"2016Q2";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kolmiot+";62;11.32
"2016Q2";"13130 Kauriala   (Hämeenlinna )";"Yksiöt";102;16.08
"2016Q2";"13130 Kauriala   (Hämeenlinna )";"Kaksiot";65;12.30
"2016Q2";"13130 Kauriala   (Hämeenlinna )";"Kolmiot+";.;.
"2016Q2";"13200 Keinusaari   (Hämeenlinna )";"Yksiöt";53;16.31
"2016Q2";"13200 Keinusaari   (Hämeenlinna )";"Kaksiot";43;13.96
"2016Q2";"13200 Keinusaari   (Hämeenlinna )";"Kolmiot+";.;.
"2016Q2";"13210 Hätilä   (Hämeenlinna )";"Yksiöt";71;15.08
"2016Q2";"13210 Hätilä   (Hämeenlinna )";"Kaksiot";95;11.93
"2016Q2";"13210 Hätilä   (Hämeenlinna )";"Kolmiot+";44;11.20
"2016Q2";"13250 Katuma   (Hämeenlinna )";"Yksiöt";31;14.22
"2016Q2";"13250 Katuma   (Hämeenlinna )";"Kaksiot";.;.
"2016Q2";"13250 Katuma   (Hämeenlinna )";"Kolmiot+";.;.
"2016Q2";"13500 Jukola   (Hattula )";"Yksiöt";31;14.55
"2016Q2";"13500 Jukola   (Hattula )";"Kaksiot";69;13.32
"2016Q2";"13500 Jukola   (Hattula )";"Kolmiot+";34;11.30
"2016Q2";"13600 Ojoinen   (Hämeenlinna )";"Yksiöt";35;14.36
"2016Q2";"13600 Ojoinen   (Hämeenlinna )";"Kaksiot";40;12.51
"2016Q2";"13600 Ojoinen   (Hämeenlinna )";"Kolmiot+";.;.
"2016Q2";"14200 Turenki   (Janakkala )";"Yksiöt";39;12.31
"2016Q2";"14200 Turenki   (Janakkala )";"Kaksiot";31;10.62
"2016Q2";"14200 Turenki   (Janakkala )";"Kolmiot+";.;.
"2016Q2";"15100 Lahti Asemanseutu   (Lahti )";"Yksiöt";214;16.63
"2016Q2";"15100 Lahti Asemanseutu   (Lahti )";"Kaksiot";204;13.75
"2016Q2";"15100 Lahti Asemanseutu   (Lahti )";"Kolmiot+";60;12.97
"2016Q2";"15110 Keski-Lahti   (Lahti )";"Yksiöt";204;16.02
"2016Q2";"15110 Keski-Lahti   (Lahti )";"Kaksiot";115;11.76
"2016Q2";"15110 Keski-Lahti   (Lahti )";"Kolmiot+";44;11.18
"2016Q2";"15140 Kartano-Paavola   (Lahti )";"Yksiöt";411;16.04
"2016Q2";"15140 Kartano-Paavola   (Lahti )";"Kaksiot";326;12.76
"2016Q2";"15140 Kartano-Paavola   (Lahti )";"Kolmiot+";97;11.51
"2016Q2";"15150 Möysä   (Lahti )";"Yksiöt";144;15.41
"2016Q2";"15150 Möysä   (Lahti )";"Kaksiot";112;11.14
"2016Q2";"15150 Möysä   (Lahti )";"Kolmiot+";27;10.36
"2016Q2";"15170 Tenava-Tonttila   (Lahti )";"Yksiöt";94;14.47
"2016Q2";"15170 Tenava-Tonttila   (Lahti )";"Kaksiot";151;11.42
"2016Q2";"15170 Tenava-Tonttila   (Lahti )";"Kolmiot+";53;10.60
"2016Q2";"15200 Kiveriö   (Lahti )";"Yksiöt";94;15.15
"2016Q2";"15200 Kiveriö   (Lahti )";"Kaksiot";66;10.89
"2016Q2";"15200 Kiveriö   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15210 Kivistönmäki   (Lahti )";"Yksiöt";72;14.24
"2016Q2";"15210 Kivistönmäki   (Lahti )";"Kaksiot";96;10.90
"2016Q2";"15210 Kivistönmäki   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15240 Mukkula   (Lahti )";"Yksiöt";106;14.30
"2016Q2";"15240 Mukkula   (Lahti )";"Kaksiot";111;10.76
"2016Q2";"15240 Mukkula   (Lahti )";"Kolmiot+";27;10.14
"2016Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Yksiöt";29;14.16
"2016Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Kaksiot";43;11.14
"2016Q2";"15300 Myllypohja-Koiskala   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15320 Ahtiala   (Lahti )";"Yksiöt";.;.
"2016Q2";"15320 Ahtiala   (Lahti )";"Kaksiot";.;.
"2016Q2";"15320 Ahtiala   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15500 Liipola   (Lahti )";"Yksiöt";97;13.17
"2016Q2";"15500 Liipola   (Lahti )";"Kaksiot";202;11.15
"2016Q2";"15500 Liipola   (Lahti )";"Kolmiot+";88;10.29
"2016Q2";"15520 Saksala   (Lahti )";"Yksiöt";47;14.06
"2016Q2";"15520 Saksala   (Lahti )";"Kaksiot";.;.
"2016Q2";"15520 Saksala   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15550 Rakokivi   (Lahti )";"Yksiöt";22;11.43
"2016Q2";"15550 Rakokivi   (Lahti )";"Kaksiot";24;9.05
"2016Q2";"15550 Rakokivi   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15560 Nastola kk   (Lahti )";"Yksiöt";24;12.14
"2016Q2";"15560 Nastola kk   (Lahti )";"Kaksiot";23;9.50
"2016Q2";"15560 Nastola kk   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15610 Laune-Nikkilä   (Lahti )";"Yksiöt";.;.
"2016Q2";"15610 Laune-Nikkilä   (Lahti )";"Kaksiot";.;.
"2016Q2";"15610 Laune-Nikkilä   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15700 Hennala-Jokimaa   (Hollola )";"Yksiöt";74;15.30
"2016Q2";"15700 Hennala-Jokimaa   (Hollola )";"Kaksiot";125;12.12
"2016Q2";"15700 Hennala-Jokimaa   (Hollola )";"Kolmiot+";.;.
"2016Q2";"15800 Kärpänen   (Lahti )";"Yksiöt";125;14.92
"2016Q2";"15800 Kärpänen   (Lahti )";"Kaksiot";72;11.57
"2016Q2";"15800 Kärpänen   (Lahti )";"Kolmiot+";.;.
"2016Q2";"15830 Metsäkangas   (Lahti )";"Yksiöt";67;13.83
"2016Q2";"15830 Metsäkangas   (Lahti )";"Kaksiot";102;10.49
"2016Q2";"15830 Metsäkangas   (Lahti )";"Kolmiot+";23;9.82
"2016Q2";"15860 Kartano   (Hollola )";"Yksiöt";52;12.87
"2016Q2";"15860 Kartano   (Hollola )";"Kaksiot";41;9.87
"2016Q2";"15860 Kartano   (Hollola )";"Kolmiot+";26;11.37
"2016Q2";"15870 Salpakangas   (Hollola )";"Yksiöt";.;.
"2016Q2";"15870 Salpakangas   (Hollola )";"Kaksiot";37;11.87
"2016Q2";"15870 Salpakangas   (Hollola )";"Kolmiot+";21;10.68
"2016Q2";"15880 Soramäki   (Hollola )";"Yksiöt";.;.
"2016Q2";"15880 Soramäki   (Hollola )";"Kaksiot";.;.
"2016Q2";"15880 Soramäki   (Hollola )";"Kolmiot+";.;.
"2016Q2";"15950 Kiikkula   (Lahti )";"Yksiöt";44;14.77
"2016Q2";"15950 Kiikkula   (Lahti )";"Kaksiot";61;11.10
"2016Q2";"15950 Kiikkula   (Lahti )";"Kolmiot+";.;.
"2016Q2";"16300 Orimattila Keskus   (Orimattila )";"Yksiöt";78;12.06
"2016Q2";"16300 Orimattila Keskus   (Orimattila )";"Kaksiot";61;9.96
"2016Q2";"16300 Orimattila Keskus   (Orimattila )";"Kolmiot+";20;8.61
"2016Q2";"16600 Järvelä   (Kärkölä )";"Yksiöt";.;.
"2016Q2";"16600 Järvelä   (Kärkölä )";"Kaksiot";.;.
"2016Q2";"16600 Järvelä   (Kärkölä )";"Kolmiot+";.;.
"2016Q2";"16900 Lammi kk   (Hämeenlinna )";"Yksiöt";.;.
"2016Q2";"16900 Lammi kk   (Hämeenlinna )";"Kaksiot";.;.
"2016Q2";"16900 Lammi kk   (Hämeenlinna )";"Kolmiot+";.;.
"2016Q2";"17200 Vääksy Keskus   (Asikkala )";"Yksiöt";31;11.09
"2016Q2";"17200 Vääksy Keskus   (Asikkala )";"Kaksiot";25;9.63
"2016Q2";"17200 Vääksy Keskus   (Asikkala )";"Kolmiot+";.;.
"2016Q2";"18100 Heinola Keskus   (Heinola )";"Yksiöt";83;12.42
"2016Q2";"18100 Heinola Keskus   (Heinola )";"Kaksiot";56;9.83
"2016Q2";"18100 Heinola Keskus   (Heinola )";"Kolmiot+";.;.
"2016Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Yksiöt";38;11.32
"2016Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Kaksiot";39;9.02
"2016Q2";"18130 Tommola-Sahanniemi   (Heinola )";"Kolmiot+";.;.
"2016Q2";"18150 Jyränkö   (Heinola )";"Yksiöt";37;10.48
"2016Q2";"18150 Jyränkö   (Heinola )";"Kaksiot";30;9.16
"2016Q2";"18150 Jyränkö   (Heinola )";"Kolmiot+";.;.
"2016Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Yksiöt";35;10.89
"2016Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kaksiot";34;8.42
"2016Q2";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kolmiot+";.;.
"2016Q2";"19650 Joutsa Keskus   (Joutsa )";"Yksiöt";.;.
"2016Q2";"19650 Joutsa Keskus   (Joutsa )";"Kaksiot";22;8.70
"2016Q2";"19650 Joutsa Keskus   (Joutsa )";"Kolmiot+";.;.
"2016Q2";"20100 Turku Keskus   (Turku )";"Yksiöt";1256;16.18
"2016Q2";"20100 Turku Keskus   (Turku )";"Kaksiot";893;11.61
"2016Q2";"20100 Turku Keskus   (Turku )";"Kolmiot+";223;10.61
"2016Q2";"20200 Iso-Heikkilä   (Turku )";"Yksiöt";99;14.82
"2016Q2";"20200 Iso-Heikkilä   (Turku )";"Kaksiot";30;10.05
"2016Q2";"20200 Iso-Heikkilä   (Turku )";"Kolmiot+";.;.
"2016Q2";"20210 Pahaniemi   (Turku )";"Yksiöt";50;13.67
"2016Q2";"20210 Pahaniemi   (Turku )";"Kaksiot";97;10.75
"2016Q2";"20210 Pahaniemi   (Turku )";"Kolmiot+";.;.
"2016Q2";"20240 Pansio-Perno   (Turku )";"Yksiöt";.;.
"2016Q2";"20240 Pansio-Perno   (Turku )";"Kaksiot";.;.
"2016Q2";"20240 Pansio-Perno   (Turku )";"Kolmiot+";.;.
"2016Q2";"20300 Pohjola-Kastu   (Turku )";"Yksiöt";98;15.04
"2016Q2";"20300 Pohjola-Kastu   (Turku )";"Kaksiot";66;9.64
"2016Q2";"20300 Pohjola-Kastu   (Turku )";"Kolmiot+";.;.
"2016Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Yksiöt";193;14.01
"2016Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kaksiot";130;9.74
"2016Q2";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kolmiot+";42;9.90
"2016Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Yksiöt";150;13.59
"2016Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kaksiot";128;10.02
"2016Q2";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kolmiot+";40;9.27
"2016Q2";"20460 Jäkärlä   (Turku )";"Yksiöt";.;.
"2016Q2";"20460 Jäkärlä   (Turku )";"Kaksiot";.;.
"2016Q2";"20460 Jäkärlä   (Turku )";"Kolmiot+";.;.
"2016Q2";"20500 Vesilinna   (Turku )";"Yksiöt";513;16.30
"2016Q2";"20500 Vesilinna   (Turku )";"Kaksiot";333;10.81
"2016Q2";"20500 Vesilinna   (Turku )";"Kolmiot+";80;9.84
"2016Q2";"20520 Kupittaa   (Turku )";"Yksiöt";227;16.99
"2016Q2";"20520 Kupittaa   (Turku )";"Kaksiot";200;12.88
"2016Q2";"20520 Kupittaa   (Turku )";"Kolmiot+";.;.
"2016Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Yksiöt";104;14.08
"2016Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kaksiot";160;10.07
"2016Q2";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kolmiot+";80;10.61
"2016Q2";"20610 Varissuo   (Turku )";"Yksiöt";189;13.99
"2016Q2";"20610 Varissuo   (Turku )";"Kaksiot";216;9.84
"2016Q2";"20610 Varissuo   (Turku )";"Kolmiot+";145;9.67
"2016Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Yksiöt";240;15.88
"2016Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Kaksiot";295;11.16
"2016Q2";"20700 Vartiovuori-Samppalinna   (Turku )";"Kolmiot+";38;10.26
"2016Q2";"20720 Vasaramäki   (Turku )";"Yksiöt";143;14.98
"2016Q2";"20720 Vasaramäki   (Turku )";"Kaksiot";94;9.81
"2016Q2";"20720 Vasaramäki   (Turku )";"Kolmiot+";35;9.58
"2016Q2";"20740 Ilpoinen-Harittu   (Turku )";"Yksiöt";66;14.13
"2016Q2";"20740 Ilpoinen-Harittu   (Turku )";"Kaksiot";78;10.33
"2016Q2";"20740 Ilpoinen-Harittu   (Turku )";"Kolmiot+";27;9.95
"2016Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Yksiöt";49;13.00
"2016Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kaksiot";31;9.09
"2016Q2";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kolmiot+";28;9.06
"2016Q2";"20760 Piispanristi   (Kaarina )";"Yksiöt";20;12.74
"2016Q2";"20760 Piispanristi   (Kaarina )";"Kaksiot";.;.
"2016Q2";"20760 Piispanristi   (Kaarina )";"Kolmiot+";.;.
"2016Q2";"20780 Kaarina Keskus   (Kaarina )";"Yksiöt";46;12.41
"2016Q2";"20780 Kaarina Keskus   (Kaarina )";"Kaksiot";102;10.15
"2016Q2";"20780 Kaarina Keskus   (Kaarina )";"Kolmiot+";56;9.38
"2016Q2";"20810 Martti-Korppolaismäki   (Turku )";"Yksiöt";341;15.86
"2016Q2";"20810 Martti-Korppolaismäki   (Turku )";"Kaksiot";283;11.65
"2016Q2";"20810 Martti-Korppolaismäki   (Turku )";"Kolmiot+";70;11.26
"2016Q2";"20880 Uittamo   (Turku )";"Yksiöt";64;13.99
"2016Q2";"20880 Uittamo   (Turku )";"Kaksiot";49;10.21
"2016Q2";"20880 Uittamo   (Turku )";"Kolmiot+";.;.
"2016Q2";"20900 Moikoinen-Pikisaari   (Turku )";"Yksiöt";.;.
"2016Q2";"20900 Moikoinen-Pikisaari   (Turku )";"Kaksiot";.;.
"2016Q2";"20900 Moikoinen-Pikisaari   (Turku )";"Kolmiot+";31;10.89
"2016Q2";"21100 Naantali Keskus   (Naantali )";"Yksiöt";55;12.64
"2016Q2";"21100 Naantali Keskus   (Naantali )";"Kaksiot";46;10.41
"2016Q2";"21100 Naantali Keskus   (Naantali )";"Kolmiot+";.;.
"2016Q2";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Yksiöt";.;.
"2016Q2";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Kaksiot";.;.
"2016Q2";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Kolmiot+";.;.
"2016Q2";"21200 Raisio Keskus   (Raisio )";"Yksiöt";121;13.26
"2016Q2";"21200 Raisio Keskus   (Raisio )";"Kaksiot";119;10.65
"2016Q2";"21200 Raisio Keskus   (Raisio )";"Kolmiot+";54;10.06
"2016Q2";"21250 Masku   (Masku )";"Yksiöt";.;.
"2016Q2";"21250 Masku   (Masku )";"Kaksiot";.;.
"2016Q2";"21250 Masku   (Masku )";"Kolmiot+";.;.
"2016Q2";"21380 Aura Keskus   (Aura )";"Yksiöt";.;.
"2016Q2";"21380 Aura Keskus   (Aura )";"Kaksiot";.;.
"2016Q2";"21380 Aura Keskus   (Aura )";"Kolmiot+";.;.
"2016Q2";"21420 Lieto Keskus   (Lieto )";"Yksiöt";25;12.03
"2016Q2";"21420 Lieto Keskus   (Lieto )";"Kaksiot";.;.
"2016Q2";"21420 Lieto Keskus   (Lieto )";"Kolmiot+";.;.
"2016Q2";"21500 Piikkiö   (Kaarina )";"Yksiöt";.;.
"2016Q2";"21500 Piikkiö   (Kaarina )";"Kaksiot";.;.
"2016Q2";"21500 Piikkiö   (Kaarina )";"Kolmiot+";.;.
"2016Q2";"21530 Paimio Keskus   (Paimio )";"Yksiöt";50;11.59
"2016Q2";"21530 Paimio Keskus   (Paimio )";"Kaksiot";45;9.37
"2016Q2";"21530 Paimio Keskus   (Paimio )";"Kolmiot+";.;.
"2016Q2";"21600 Parainen Keskus   (Parainen )";"Yksiöt";.;.
"2016Q2";"21600 Parainen Keskus   (Parainen )";"Kaksiot";.;.
"2016Q2";"21600 Parainen Keskus   (Parainen )";"Kolmiot+";.;.
"2016Q2";"21800 Kyrö   (Pöytyä )";"Yksiöt";.;.
"2016Q2";"21800 Kyrö   (Pöytyä )";"Kaksiot";.;.
"2016Q2";"21800 Kyrö   (Pöytyä )";"Kolmiot+";.;.
"2016Q2";"23100 Mynämäki Keskus   (Mynämäki )";"Yksiöt";.;.
"2016Q2";"23100 Mynämäki Keskus   (Mynämäki )";"Kaksiot";.;.
"2016Q2";"23100 Mynämäki Keskus   (Mynämäki )";"Kolmiot+";.;.
"2016Q2";"23500 Uusikaupunki Keskus   (Uusikaupunki )";"Yksiöt";55;11.04
"2016Q2";"23500 Uusikaupunki Keskus   (Uusikaupunki )";"Kaksiot";54;9.28
"2016Q2";"23500 Uusikaupunki Keskus   (Uusikaupunki )";"Kolmiot+";23;9.00
"2016Q2";"23800 Laitila Keskus   (Laitila )";"Yksiöt";.;.
"2016Q2";"23800 Laitila Keskus   (Laitila )";"Kaksiot";35;8.63
"2016Q2";"23800 Laitila Keskus   (Laitila )";"Kolmiot+";.;.
"2016Q2";"24100 Salo Keskus   (Salo )";"Yksiöt";102;12.78
"2016Q2";"24100 Salo Keskus   (Salo )";"Kaksiot";77;10.05
"2016Q2";"24100 Salo Keskus   (Salo )";"Kolmiot+";30;9.08
"2016Q2";"24130 Ylhäisi   (Salo )";"Yksiöt";.;.
"2016Q2";"24130 Ylhäisi   (Salo )";"Kaksiot";.;.
"2016Q2";"24130 Ylhäisi   (Salo )";"Kolmiot+";.;.
"2016Q2";"24240 Rappula   (Salo )";"Yksiöt";50;12.29
"2016Q2";"24240 Rappula   (Salo )";"Kaksiot";34;9.35
"2016Q2";"24240 Rappula   (Salo )";"Kolmiot+";.;.
"2016Q2";"24260 Ollikkala   (Salo )";"Yksiöt";51;11.93
"2016Q2";"24260 Ollikkala   (Salo )";"Kaksiot";61;9.42
"2016Q2";"24260 Ollikkala   (Salo )";"Kolmiot+";24;9.03
"2016Q2";"24800 Halikko Keskus   (Salo )";"Yksiöt";30;10.97
"2016Q2";"24800 Halikko Keskus   (Salo )";"Kaksiot";32;9.15
"2016Q2";"24800 Halikko Keskus   (Salo )";"Kolmiot+";.;.
"2016Q2";"26100 Rauma Keskus   (Rauma )";"Yksiöt";207;12.70
"2016Q2";"26100 Rauma Keskus   (Rauma )";"Kaksiot";217;9.53
"2016Q2";"26100 Rauma Keskus   (Rauma )";"Kolmiot+";60;8.68
"2016Q2";"26200 Merirauma-Kappelinluhta   (Rauma )";"Yksiöt";21;12.94
"2016Q2";"26200 Merirauma-Kappelinluhta   (Rauma )";"Kaksiot";23;9.01
"2016Q2";"26200 Merirauma-Kappelinluhta   (Rauma )";"Kolmiot+";.;.
"2016Q2";"26660 Paroalho   (Rauma )";"Yksiöt";41;11.73
"2016Q2";"26660 Paroalho   (Rauma )";"Kaksiot";44;9.45
"2016Q2";"26660 Paroalho   (Rauma )";"Kolmiot+";26;8.67
